[Command: python -u '/Users/litchein/Documents/Python codes/nestedgenes_chr_half.py']
21ur-3578,Y37A1B.50 is nested in egl-23,Y37A1B.11
21ur-656,Y37A1B.76 is nested in egl-23,Y37A1B.11
21ur-6433,Y37A1B.222 is nested in egl-23,Y37A1B.11
21ur-1110,Y37A1B.103 is nested in egl-23,Y37A1B.11
21ur-7983,Y37A1B.240 is nested in egl-23,Y37A1B.11
21ur-7414,Y37A1B.278 is nested in egl-23,Y37A1B.11
21ur-9531,Y37A1B.175 is nested in egl-23,Y37A1B.11
21ur-3869,Y37A1B.88 is nested in egl-23,Y37A1B.11
21ur-2949,Y37A1B.89 is nested in egl-23,Y37A1B.11
21ur-6518,Y37A1B.272 is nested in egl-23,Y37A1B.11
21ur-6318,Y37A1B.225 is nested in egl-23,Y37A1B.11
21ur-7353,Y37A1B.198 is nested in egl-23,Y37A1B.11
21ur-12314,Y37A1B.294 is nested in egl-23,Y37A1B.11
21ur-965,Y37A1B.116 is nested in egl-23,Y37A1B.11
21ur-896,Y37A1B.132 is nested in egl-23,Y37A1B.11
21ur-4279,Y37A1B.142 is nested in egl-23,Y37A1B.11
21ur-465,Y37A1B.64 is nested in egl-23,Y37A1B.11
21ur-9437,Y37A1B.241 is nested in egl-23,Y37A1B.11
21ur-13504,Y37A1B.316 is nested in egl-23,Y37A1B.11
21ur-314,Y37A1B.104 is nested in egl-23,Y37A1B.11
21ur-14567,Y37A1B.273 is nested in egl-23,Y37A1B.11
21ur-8854,Y37A1B.242 is nested in egl-23,Y37A1B.11
21ur-6635,Y37A1B.247 is nested in egl-23,Y37A1B.11
21ur-2432,Y37A1B.148 is nested in egl-23,Y37A1B.11
21ur-13311,Y37A1B.176 is nested in egl-23,Y37A1B.11
21ur-12743,Y37A1B.325 is nested in egl-23,Y37A1B.11
21ur-11253,Y37A1B.191 is nested in egl-23,Y37A1B.11
21ur-7833,Y37A1B.165 is nested in egl-23,Y37A1B.11
21ur-10498,Y37A1B.285 is nested in egl-23,Y37A1B.11
21ur-1778,Y37A1B.81 is nested in egl-23,Y37A1B.11
21ur-12446,Y37A1B.234 is nested in egl-23,Y37A1B.11
21ur-5220,Y37A1B.97 is nested in egl-23,Y37A1B.11
21ur-4767,Y37A1B.129 is nested in egl-23,Y37A1B.11
21ur-4086,Y67A10A.45 is nested in ssu-2,Y67A10A.6
21ur-1667,Y57G11A.46 is nested in Y57G11A.4
21ur-1157,K08B4.12 is nested in K08B4.2
C07G1.7 is nested in svh-1,C07G1.1
C07G1.6 is nested in svh-1,C07G1.1
21ur-7448,C11D2.50 is nested in unc-77,C11D2.6
21ur-2406,Y57G11C.348 is nested in lgc-8,Y57G11C.49
21ur-9043,C39H7.42 is nested in srsx-14,C39H7.5
21ur-6643,Y105C5B.798 is nested in gcy-25,Y105C5B.2
21ur-7640,Y105C5A.949 is nested in Y105C5A.8
21ur-1105,Y57G11C.429 is nested in lgc-8,Y57G11C.49
21ur-6182,H08M01.112 is nested in rga-5,H08M01.2
21ur-2862,Y57G11C.261 is nested in Y57G11C.32
21ur-3015,Y105C5A.286 is nested in daf-38,Y105C5A.23
21ur-15607,ZK616.40 is nested in mgl-3,Y4C6A.2
21ur-6374,Y41E3.417 is nested in srt-50,Y41E3.17
Y65A5A.t2 is nested in Y65A5A.1
21ur-12449,T23G4.114 is nested in oac-48,T23G4.4
21ur-13885,F26D12.65 is nested in fkh-7,F26D12.1
21ur-10801,Y4C6B.86 is nested in Y4C6B.3
21ur-9164,T23G4.95 is nested in tlp-1,T23G4.1
21ur-369,T11F8.6 is nested in T11F8.12
21ur-4136,H08M01.49 is nested in Y45F10D.15
21ur-3414,Y41E3.151 is nested in srt-48,Y41E3.15
21ur-8947,Y73F8A.909 is nested in nhr-5,Y73F8A.21
21ur-12000,Y57G11C.748 is nested in eps-8,Y57G11C.24
21ur-10416,Y37A1B.233 is nested in Y37A1B.7
21ur-926,Y37A1A.20 is nested in Y37A1A.2
21ur-7426,H08M01.77 is nested in rga-5,H08M01.2
21ur-14592,ZK550.29 is nested in ZK550.2
21ur-12986,F54D1.12 is nested in gtl-2,F54D1.5
21ur-6826,C01G5.18 is nested in C01G5.25
21ur-6440,C11D2.59 is nested in asp-9,C11D2.2
21ur-7538,C47A4.113 is nested in sorb-1,Y45F10D.13
21ur-468,Y64G10A.65 is nested in Y64G10A.7
C06A6.10 is nested in C06A6.2
C06A6.13 is nested in C06A6.2
C06A6.11 is nested in C06A6.2
C06A6.12 is nested in C06A6.2
21ur-12439,Y37A1B.250 is nested in irld-55,Y37A1B.8
21ur-5427,Y37A1B.23 is nested in irld-55,Y37A1B.8
21ur-14695,Y37A1B.215 is nested in irld-55,Y37A1B.8
21ur-6179,Y37A1B.268 is nested in irld-55,Y37A1B.8
21ur-5261,Y37A1B.29 is nested in irld-55,Y37A1B.8
21ur-3574,Y37A1B.96 is nested in irld-55,Y37A1B.8
21ur-10645,Y37A1B.282 is nested in irld-55,Y37A1B.8
21ur-14493,Y37A1B.237 is nested in irld-55,Y37A1B.8
21ur-8454,Y37A1B.193 is nested in irld-55,Y37A1B.8
21ur-1227,Y37A1B.126 is nested in irld-55,Y37A1B.8
21ur-1245,Y37A1B.110 is nested in irld-55,Y37A1B.8
21ur-8726,Y37A1B.266 is nested in irld-55,Y37A1B.8
21ur-9946,Y37A1B.238 is nested in irld-55,Y37A1B.8
21ur-13192,Y37A1B.263 is nested in irld-55,Y37A1B.8
21ur-15571,Y37A1B.322 is nested in irld-55,Y37A1B.8
21ur-6030,Y37A1B.317 is nested in irld-55,Y37A1B.8
21ur-10207,Y37A1B.255 is nested in irld-55,Y37A1B.8
21ur-924,Y37A1B.122 is nested in irld-55,Y37A1B.8
21ur-6349,Y57G11A.103 is nested in tag-273,Y57G11A.1
21ur-10036,Y57G11C.1119 is nested in Y57G11C.42
21ur-6309,Y37A1A.75 is nested in Y37A1A.4
21ur-7237,C43G2.24 is nested in best-9,C43G2.4
21ur-8053,R13H7.14 is nested in R13H7.2
21ur-7198,Y73F8A.1082 is nested in cpna-4,Y73F8A.19
C28D4.17 is nested in nhr-138,C28D4.9
21ur-4876,C52D10.29 is nested in cnnm-1,C52D10.12
21ur-8052,Y64G10A.241 is nested in Y64G10A.7
21ur-11775,Y40H7A.278 is nested in Y40H7A.10
21ur-9851,Y67A10A.181 is nested in Y67A10A.10
21ur-1326,Y67A10A.41 is nested in Y67A10A.10
21ur-8305,Y67A10A.207 is nested in Y67A10A.10
21ur-14761,Y57G11C.916 is nested in lgc-8,Y57G11C.49
21ur-1293,Y64G10A.15 is nested in Y64G10A.6
21ur-14734,Y37A1A.127 is nested in Y37A1A.2
F12F6.20 is nested in rib-1,F12F6.3
21ur-14801,W03F8.54 is nested in lam-1,W03F8.5
21ur-13782,F56D5.11 is nested in F56D5.6
21ur-12924,Y67A10A.169 is nested in Y64G10A.7
21ur-4432,W03F8.29 is nested in tni-4,W03F8.1
21ur-9337,Y43D4A.122 is nested in Y43D4A.2
21ur-5087,Y105C5B.41 is nested in gcy-25,Y105C5B.2
21ur-5376,F52B11.37 is nested in F52B11.8
21ur-9782,Y57G11C.609 is nested in Y57G11C.32
R08C7.16 is nested in R08C7.12
21ur-2224,Y64G10A.92 is nested in Y64G10A.7
21ur-4818,C39H7.23 is nested in srsx-15,C39H7.8
21ur-10745,Y41E3.431 is nested in srt-47,Y41E3.12
21ur-13265,C01B10.30 is nested in C01B10.10
21ur-12202,Y57G11C.1055 is nested in Y57G11C.38
21ur-3646,Y105C5A.328 is nested in Y105C5A.15
21ur-626,Y64G10A.140 is nested in Y64G10A.7
21ur-11078,T19E7.21 is nested in T19E7.6
21ur-9789,Y51H4A.517 is nested in Y51H4A.7
21ur-3768,C46G7.9 is nested in pqn-22,C46G7.4
21ur-10882,C08F11.74 is nested in ugt-22,C08F11.8
21ur-8069,Y73B6BL.221 is nested in sfrp-1,Y73B6BL.21
21ur-1071,M199.29 is nested in srt-44,M199.1
21ur-919,C46G7.11 is nested in kcc-2,H16O14.1
21ur-7017,F52G2.8 is nested in F52G2.3
21ur-1388,C27H2.36 is nested in Y37A1A.4
21ur-15162,Y73B6BL.122 is nested in sfrp-1,Y73B6BL.21
21ur-9058,C46G7.69 is nested in pqn-22,C46G7.4
21ur-2260,M03D4.14 is nested in M03D4.4
21ur-3300,Y73F8A.326 is nested in cpna-4,Y73F8A.19
21ur-1867,Y105C5A.107 is nested in Y105C5A.15
21ur-2597,Y41E3.197 is nested in srt-48,Y41E3.15
21ur-5011,Y64G10A.109 is nested in Y64G10A.1
21ur-13500,Y73F8A.651 is nested in cpna-4,Y73F8A.19
21ur-10181,Y73F8A.576 is nested in ccg-1,Y73F8A.6
21ur-7967,F26D12.81 is nested in fkh-7,F26D12.1
21ur-12371,Y7A9A.55 is nested in Y7A9A.79
21ur-2933,H16O14.8 is nested in kcc-2,H16O14.1
21ur-5116,Y9C9A.20 is nested in Y9C9A.5
21ur-12118,H06H21.27 is nested in tat-2,H06H21.10
21ur-1842,LLC1.44 is nested in tra-3,LLC1.1
21ur-3235,Y45F10D.50 is nested in Y45F10D.14
K11H12.12 is nested in rpl-15,K11H12.2
K11H12.13 is nested in rpl-15,K11H12.2
Y73F8A.1165 is nested in pqn-90,Y73F8A.8
Y67D8B.3 is nested in anr-47,Y67D8B.6
21ur-3734,K08B4.11 is nested in K08B4.2
21ur-13524,Y64G10A.259 is nested in Y64G10A.7
21ur-8348,F26D12.87 is nested in fkh-7,F26D12.1
Y73F8A.1169 is nested in pqn-90,Y73F8A.8
21ur-231,Y105C5B.34 is nested in srv-15,Y105C5B.6
21ur-15656,Y57G11C.1111 is nested in Y57G11C.32
F08G5.12 is nested in ugt-65,F08G5.5
21ur-1966,B0273.34 is nested in unc-5,B0273.4
21ur-10042,Y64G10A.313 is nested in Y64G10A.7
ZK596.4 is nested in ZK596.3
ZK596.5 is nested in ZK596.3
21ur-7057,C52D10.63 is nested in C52D10.3
21ur-14614,Y105C5A.880 is nested in Y105C5A.15
21ur-13254,Y64G10A.291 is nested in Y64G10A.7
21ur-4519,Y40H7A.22 is nested in str-78,Y40H7A.1
21ur-5546,Y105C5A.564 is nested in Y105C5A.15
21ur-8849,Y37A1B.188 is nested in Y37A1B.5
21ur-15319,Y73F8A.838 is nested in tbx-40,Y73F8A.17
21ur-7229,C01G5.10 is nested in C01G5.25
21ur-3144,H04M03.14 is nested in srv-23,H04M03.10
21ur-2220,H08M01.10 is nested in rga-5,H08M01.2
21ur-14910,F26D12.64 is nested in fkh-7,F26D12.1
21ur-10202,4R79.5 is nested in nas-6,4R79.1
21ur-4434,Y41E3.143 is nested in srt-50,Y41E3.17
21ur-8766,F26D12.43 is nested in fkh-7,F26D12.1
21ur-3303,ZK550.14 is nested in ZK550.2
21ur-4496,H12I19.32 is nested in srz-31,H12I19.2
21ur-12083,H08M01.71 is nested in rga-5,H08M01.2
21ur-11955,F26D12.83 is nested in fkh-7,F26D12.1
21ur-4315,C46G7.24 is nested in pqn-22,C46G7.4
21ur-7745,Y73B6BL.185 is nested in acr-25,Y73B6BL.42
21ur-4363,F13G11.38 is nested in dmd-6,F13G11.1
21ur-10691,C06A12.12 is nested in lact-6,C06A12.5
21ur-13862,Y64G10A.331 is nested in Y64G10A.7
21ur-4832,F36H12.22 is nested in F36H12.17
21ur-1918,Y57G11B.21 is nested in Y57G11B.6
21ur-11012,Y57G11B.142 is nested in Y57G11B.6
21ur-7374,Y57G11B.172 is nested in Y57G11B.6
21ur-8077,Y57G11B.156 is nested in Y57G11B.6
21ur-3481,Y57G11B.33 is nested in Y57G11B.6
21ur-4461,Y57G11B.94 is nested in Y57G11B.6
21ur-5562,Y105C5A.1116 is nested in Y105C5A.8
21ur-9888,H10D12.3 is nested in H10D12.2
Y57G11B.4 is nested in Y57G11B.5
21ur-3653,Y57G11B.34 is nested in Y57G11B.5
21ur-3659,Y57G11C.427 is nested in anoh-2,Y57G11C.37
21ur-4409,AC7.5 is nested in soc-2,AC7.2
Y40C5A.22 is nested in Y40C5A.3
21ur-14461,T19E7.7 is nested in srd-5,T19E7.5
21ur-7545,M199.69 is nested in clec-188,M199.3
21ur-13620,C39H7.57 is nested in srd-13,C39H7.7
21ur-10479,C39H7.35 is nested in srd-13,C39H7.7
21ur-12440,C39H7.37 is nested in srd-13,C39H7.7
21ur-15390,C39H7.62 is nested in srd-13,C39H7.7
21ur-10225,Y40H7A.297 is nested in sra-30,Y40H7A.6
21ur-4164,Y40H7A.40 is nested in Y40H7A.10
21ur-14664,Y4C6A.47 is nested in mgl-3,Y4C6A.2
21ur-9743,R11E3.12 is nested in nhr-104,R11E3.5
21ur-14454,Y57G11A.160 is nested in Y57G11A.4
21ur-7150,Y37A1B.180 is nested in irld-56,Y37A1B.9
21ur-14823,F21D5.10 is nested in otub-3,F21D5.2
21ur-4011,Y73F8A.320 is nested in ccg-1,Y73F8A.6
21ur-10031,B0547.14 is nested in srd-8,B0547.4
21ur-9848,Y73F8A.1056 is nested in best-21,Y73F8A.11
B0273.112 is nested in unc-5,B0273.4
21ur-9060,B0273.89 is nested in B0273.112
B0273.111 is nested in B0273.1
B0273.114 is nested in unc-5,B0273.4
21ur-13280,B0273.87 is nested in unc-5,B0273.4
21ur-5098,Y4C6A.19 is nested in mgl-3,Y4C6A.2
W09C2.13 is nested in mca-1,W09C2.3
21ur-15618,Y7A9C.17 is nested in Y7A9C.1
Y59E9AL.37 is nested in thn-5,Y59E9AR.4
21ur-6888,Y105C5A.583 is nested in Y105C5A.15
21ur-14020,Y73F8A.593 is nested in Y73F8A.5
Y10G11A.91 is nested in Y10G11A.1
21ur-10580,Y57G11A.127 is nested in tag-273,Y57G11A.1
21ur-11826,F57H12.9 is nested in unc-24,F57H12.2
21ur-4960,Y105C5A.313 is nested in Y105C5A.8
21ur-6820,B0273.46 is nested in unc-5,B0273.4
21ur-13170,Y73F8A.695 is nested in best-21,Y73F8A.11
21ur-581,Y67A10A.68 is nested in paqr-3,Y67A10A.8
21ur-1969,H12I19.46 is nested in srz-42,H12I19.1
21ur-11183,Y64G10A.352 is nested in Y64G10A.1
21ur-1804,C46G7.33 is nested in kcc-2,H16O14.1
21ur-9654,C39H7.69 is nested in srsx-16,C39H7.9
21ur-6949,Y105C5B.1278 is nested in Y105C5B.7
21ur-6689,C17H12.25 is nested in C17H12.4
21ur-6773,C55C3.59 is nested in C55C3.7
21ur-3166,C11D2.35 is nested in unc-77,C11D2.6
21ur-1348,Y73F8A.240 is nested in cpna-4,Y73F8A.19
21ur-13876,ZK896.11 is nested in ZK896.1
21ur-7281,Y64G10A.246 is nested in Y64G10A.7
F02H6.t1 is nested in F02H6.72
21ur-3193,Y57G11A.76 is nested in Y57G11A.4
21ur-2123,Y57G11C.134 is nested in lgc-7,Y57G11C.2
21ur-12016,C27H2.106 is nested in Y37A1A.4
21ur-3738,Y57G11C.207 is nested in Y57G11C.30
R11E3.15 is nested in R11E3.2
21ur-5018,Y105C5A.326 is nested in Y105C5A.20
21ur-6247,H08M01.73 is nested in rga-5,H08M01.2
21ur-14594,Y67A10A.285 is nested in paqr-3,Y67A10A.8
21ur-8262,Y67A10A.296 is nested in paqr-3,Y67A10A.8
21ur-10045,Y67A10A.184 is nested in paqr-3,Y67A10A.8
21ur-7395,Y67A10A.256 is nested in paqr-3,Y67A10A.8
21ur-7697,Y67A10A.158 is nested in paqr-3,Y67A10A.8
21ur-3454,Y67A10A.37 is nested in paqr-3,Y67A10A.8
21ur-8062,Y67A10A.146 is nested in paqr-3,Y67A10A.8
21ur-10681,Y67A10A.277 is nested in paqr-3,Y67A10A.8
21ur-466,Y67A10A.119 is nested in paqr-3,Y67A10A.8
21ur-2240,Y67A10A.109 is nested in paqr-3,Y67A10A.8
21ur-14962,Y67A10A.262 is nested in paqr-3,Y67A10A.8
21ur-3432,Y105C5A.178 is nested in Y105C5A.15
K01A6.14 is nested in magi-1,K01A6.2
K01A6.17 is nested in magi-1,K01A6.2
K01A6.11 is nested in magi-1,K01A6.2
K01A6.18 is nested in magi-1,K01A6.2
K01A6.9 is nested in magi-1,K01A6.2
K01A6.20 is nested in magi-1,K01A6.2
K01A6.t1 is nested in magi-1,K01A6.2
21ur-7737,R05A10.66 is nested in R05A10.2
21ur-2024,Y105C5A.154 is nested in Y105C5A.15
21ur-12601,Y105C5B.1367 is nested in Y105C5B.7
21ur-9200,Y57G11C.829 is nested in Y57G11C.42
21ur-1512,C11D2.14 is nested in asp-9,C11D2.2
Y105C5A.28 is nested in Y105C5A.15
21ur-3388,Y105C5A.340 is nested in Y105C5A.17
21ur-3382,LLC1.12 is nested in LLC1.2
21ur-7227,C27H2.80 is nested in Y37A1A.4
21ur-12914,Y57G11C.1096 is nested in eps-8,Y57G11C.24
21ur-8723,Y51H4A.508 is nested in Y51H4A.5
21ur-15562,ZK896.12 is nested in clec-186,ZK896.7
21ur-4600,Y57G11C.426 is nested in eps-8,Y57G11C.24
21ur-9266,C06E7.61 is nested in C06E7.2
Y73B6BL.28 is nested in tyr-6,Y73B6BL.1
21ur-5325,Y105C5B.190 is nested in Y105C5B.3
21ur-14101,B0513.52 is nested in B0513.5
21ur-11228,C46G7.98 is nested in C46G7.108
21ur-4389,Y73F8A.447 is nested in Y73F8A.5
21ur-5234,Y105C5A.158 is nested in Y105C5A.8
21ur-13055,Y105C5B.1409 is nested in Y105C5B.5
21ur-4232,Y51H4A.244 is nested in Y51H4A.5
21ur-12730,M03D4.53 is nested in M03D4.3
21ur-13768,Y73F8A.1051 is nested in ntl-11,Y73F8A.25
R05A10.10 is nested in R05A10.1
21ur-7421,Y73B6BL.266 is nested in srv-24,Y73B6BL.10
21ur-21,C11D2.17 is nested in asp-9,C11D2.2
21ur-2591,Y73B6BL.57 is nested in Y73B6BL.31
21ur-8532,Y57G11C.786 is nested in Y57G11C.32
21ur-13662,E03H12.21 is nested in clec-176,E03H12.3
21ur-15404,E03H12.13 is nested in clec-176,E03H12.3
21ur-10246,H16O14.66 is nested in kcc-2,H16O14.1
21ur-12458,Y57G11C.507 is nested in Y57G11C.31
Y105C5A.t2 is nested in Y105C5A.1277
21ur-14132,Y57G11C.638 is nested in Y57G11C.30
21ur-13057,Y51H4A.444 is nested in Y51H4A.7
21ur-204,Y57G11C.124 is nested in Y57G11C.23
T09A12.6 is nested in nhr-66,T09A12.4
anr-44,T09A12.7 is nested in nhr-66,T09A12.4
21ur-7061,Y105C5B.1283 is nested in srg-63,Y105C5B.24
21ur-5917,Y37A1A.89 is nested in Y37A1A.3
21ur-25,Y57G11C.122 is nested in eps-8,Y57G11C.24
21ur-4000,Y51H4A.169 is nested in Y51H4A.1
21ur-1270,Y64G10A.108 is nested in Y64G10A.7
W03F8.6 is nested in W03F8.3
W03F8.2 is nested in gpa-18,W03F8.9
21ur-11554,C25A8.8 is nested in cht-3,C25A8.4
21ur-6770,F58F9.12 is nested in F58F9.6
21ur-13145,F58F9.18 is nested in F58F9.4
21ur-5622,T13A10.56 is nested in srv-32,T13A10.12
21ur-6249,Y43D4A.108 is nested in Y43D4A.2
21ur-14399,Y67A10A.200 is nested in ssu-2,Y67A10A.6
21ur-903,Y105C5A.488 is nested in Y105C5A.15
21ur-12895,C39H7.30 is nested in srsx-14,C39H7.5
21ur-4856,C39H7.20 is nested in srsx-14,C39H7.5
21ur-5927,C39H7.27 is nested in srsx-14,C39H7.5
21ur-11742,C39H7.45 is nested in srsx-14,C39H7.5
21ur-8365,C39H7.33 is nested in srsx-14,C39H7.5
21ur-4578,Y57G11C.366 is nested in Y57G11C.38
21ur-4126,Y105C5B.66 is nested in Y105C5B.1420
F20B10.8 is nested in nlr-1,F20B10.1
21ur-9959,Y57G11C.940 is nested in Y57G11C.23
21ur-7239,F26D12.86 is nested in fkh-7,F26D12.1
21ur-5514,Y51H4A.733 is nested in sta-1,Y51H4A.17
21ur-14053,Y105C5B.825 is nested in Y105C5B.5
F28E10.13 is nested in F28E10.1
F28E10.11 is nested in F28E10.1
F28E10.14 is nested in F28E10.1
F28E10.15 is nested in F28E10.1
Y67D8C.20 is nested in Y67D8C.9
Y67D8C.21 is nested in Y67D8C.9
H01G02.12 is nested in H01G02.3
21ur-1078,H16O14.3 is nested in kcc-2,H16O14.1
21ur-10010,H16O14.46 is nested in kcc-2,H16O14.1
21ur-1963,Y4C6B.15 is nested in gba-4,Y4C6B.6
21ur-5808,Y73F8A.1132 is nested in Y73F8A.5
21ur-7518,Y41E3.375 is nested in Y41E3.21
21ur-823,C27H2.15 is nested in Y37A1A.4
21ur-8879,Y4C6B.62 is nested in Y4C6B.7
21ur-6922,Y57G11C.512 is nested in eps-8,Y57G11C.24
21ur-3791,Y57G11C.479 is nested in eps-8,Y57G11C.24
21ur-9780,Y40H7A.194 is nested in mir-78,Y40H7A.12
21ur-13490,C27H2.104 is nested in Y37A1A.4
21ur-13680,Y116A8C.323 is nested in nhr-229,Y116A8C.18
21ur-13744,Y40H7A.225 is nested in Y40H7A.9
21ur-6702,B0513.60 is nested in B0513.5
21ur-8399,H08M01.91 is nested in rga-5,H08M01.2
21ur-11855,M199.71 is nested in srt-44,M199.1
21ur-15632,Y40H7A.294 is nested in Y40H7A.10
21ur-10372,Y4C6B.58 is nested in Y4C6B.4
F29C4.t1 is nested in col-99,F29C4.8
F29C4.11 is nested in col-99,F29C4.8
F29C4.10 is nested in col-99,F29C4.8
F29C4.12 is nested in col-99,F29C4.8
21ur-6256,F52G2.5 is nested in F52G2.3
21ur-13874,F52G2.9 is nested in F52G2.3
21ur-9659,Y57G11A.143 is nested in tag-273,Y57G11A.1
21ur-447,C27H2.8 is nested in Y37A1A.4
21ur-9533,Y37A1A.132 is nested in Y37A1A.2
21ur-13307,C02B10.54 is nested in C02B10.3
21ur-10119,T13F2.14 is nested in sre-4,T13F2.5
21ur-1253,Y57G11C.215 is nested in anoh-2,Y57G11C.37
21ur-12268,C46G7.68 is nested in pqn-22,C46G7.4
21ur-7857,B0478.12 is nested in jnk-1,B0478.1
Y38F2AL.11 is nested in vha-11,Y38F2AL.3
21ur-6447,Y67A10A.213 is nested in fbxa-126,Y67A10A.5
21ur-8118,Y57G11C.678 is nested in lgc-8,Y57G11C.49
21ur-5683,C08F11.81 is nested in sru-21,C08F11.4
21ur-8098,T13A10.19 is nested in nlp-16,T13A10.5
21ur-4985,Y105C5B.57 is nested in Y105C5B.7
21ur-1679,LLC1.43 is nested in tra-3,LLC1.1
21ur-7380,Y73B6BL.256 is nested in Y73B6BL.37
21ur-23,H25K10.12 is nested in H25K10.141
21ur-1418,H25K10.9 is nested in H25K10.141
21ur-14384,Y40H7A.288 is nested in str-78,Y40H7A.1
21ur-5723,Y57G11C.722 is nested in Y57G11C.30
21ur-751,C46G7.18 is nested in pqn-22,C46G7.4
21ur-8996,H04M03.42 is nested in H04M03.12
21ur-8466,C39H7.29 is nested in C39H7.1
21ur-2223,Y57G11C.339 is nested in Y57G11C.48
21ur-6143,Y51H4A.600 is nested in Y51H4A.19
21ur-1637,Y105C5A.467 is nested in daf-38,Y105C5A.23
T06A10.105 is nested in mel-46,T06A10.1
21ur-10636,T13A10.31 is nested in srv-28,T13A10.14
21ur-3962,F26D12.13 is nested in fkh-7,F26D12.1
21ur-7635,Y57G11C.757 is nested in anoh-2,Y57G11C.37
21ur-6869,F13G11.126 is nested in dmd-6,F13G11.1
21ur-11242,B0513.75 is nested in B0513.5
21ur-14483,C27H2.92 is nested in Y37A1A.4
21ur-4588,C02B10.13 is nested in C02B10.3
21ur-14709,Y67A10A.229 is nested in Y67A10A.13
21ur-7681,Y43D4A.88 is nested in Y43D4A.2
21ur-4204,Y57G11C.442 is nested in eps-8,Y57G11C.24
21ur-14583,C46G7.103 is nested in pqn-22,C46G7.4
21ur-542,C46G7.19 is nested in kcc-2,H16O14.1
21ur-5318,Y57G11C.380 is nested in Y57G11C.42
21ur-4250,K02B2.14 is nested in K02B2.36
21ur-1009,Y73F8A.262 is nested in pkd-2,Y73F8A.1
21ur-1810,H08M01.20 is nested in rga-5,H08M01.2
21ur-6408,Y41E3.390 is nested in Y41E3.21
21ur-9814,H10D12.4 is nested in H10D12.2
21ur-4428,C08F11.38 is nested in C08F11.13
21ur-402,Y40H7A.126 is nested in sra-30,Y40H7A.6
21ur-2732,H16O14.17 is nested in kcc-2,H16O14.1
21ur-10611,AC7.53 is nested in soc-2,AC7.2
linc-79,Y9C9A.110 is nested in Y9C9A.16
21ur-174,Y40H7A.109 is nested in Y40H7A.4
21ur-480,Y116A8A.20 is nested in clec-193,Y116A8A.3
21ur-10252,Y40H7A.304 is nested in Y40H7A.4
21ur-7934,K01G12.18 is nested in K01G12.3
21ur-15422,Y57G11C.756 is nested in Y57G11C.42
21ur-4075,Y57G11C.384 is nested in Y57G11C.42
21ur-8597,Y4C6B.59 is nested in Y4C6B.5
21ur-7961,ZK616.26 is nested in ZK616.61
21ur-15588,Y38F2AR.15 is nested in Y38F2AR.9
21ur-6065,Y64G10A.270 is nested in Y64G10A.7
21ur-8340,C52D10.123 is nested in C52D10.3
21ur-13886,Y51H4A.524 is nested in sta-1,Y51H4A.17
21ur-8009,Y57G11C.941 is nested in Y57G11C.48
21ur-1624,Y57G11C.335 is nested in lgc-8,Y57G11C.49
21ur-1873,Y57G11C.142 is nested in lgc-8,Y57G11C.49
21ur-2951,Y57G11C.358 is nested in lgc-8,Y57G11C.49
21ur-5616,Y57G11C.972 is nested in lgc-8,Y57G11C.49
21ur-8933,Y57G11C.799 is nested in lgc-8,Y57G11C.49
21ur-5755,Y57G11C.920 is nested in lgc-8,Y57G11C.49
21ur-3790,Y57G11C.62 is nested in lgc-8,Y57G11C.49
21ur-2680,Y57G11C.146 is nested in lgc-8,Y57G11C.49
21ur-11963,Y57G11C.961 is nested in lgc-8,Y57G11C.49
21ur-10136,Y57G11C.915 is nested in lgc-8,Y57G11C.49
21ur-13339,Y57G11C.1069 is nested in lgc-8,Y57G11C.49
21ur-9834,Y57G11C.567 is nested in lgc-8,Y57G11C.49
21ur-4595,Y57G11C.289 is nested in lgc-8,Y57G11C.49
21ur-2833,R05A10.38 is nested in R05A10.6
21ur-5284,Y105C5B.279 is nested in srv-14,Y105C5B.4
21ur-14936,Y57G11C.1012 is nested in Y57G11C.14
21ur-11883,H12I19.101 is nested in srz-42,H12I19.1
21ur-12576,H12I19.99 is nested in srz-42,H12I19.1
21ur-9737,Y9C9A.64 is nested in Y9C9A.112
Y9C9A.111 is nested in Y9C9A.8
21ur-5982,H16O14.43 is nested in kcc-2,H16O14.1
21ur-4450,Y57G11A.55 is nested in Y57G11A.4
21ur-11429,Y17G9B.10 is nested in Y17G9B.1
Y94H6A.13 is nested in Y94H6A.5
21ur-1080,C27H2.28 is nested in Y37A1B.17
21ur-5985,C27H2.69 is nested in Y37A1B.17
21ur-6566,Y37A1B.183 is nested in Y37A1B.17
21ur-7241,Y37A1B.287 is nested in Y37A1B.17
21ur-8253,Y37A1B.292 is nested in Y37A1B.17
21ur-4308,Y37A1B.87 is nested in Y37A1B.17
F29C4.3 is nested in duo-2,F29C4.5
21ur-1360,Y105C5A.177 is nested in Y105C5A.15
21ur-11636,F20D12.8 is nested in exc-9,F20D12.5
21ur-2537,Y105C5B.381 is nested in Y105C5B.1420
21ur-5696,Y45F10B.36 is nested in qui-1,Y45F10B.10
21ur-11296,Y73B6BL.135 is nested in lgc-10,Y73B6BL.26
21ur-15481,Y105C5B.1320 is nested in gcy-25,Y105C5B.2
21ur-12207,C08F11.69 is nested in C08F11.3
21ur-14463,C08F11.114 is nested in C08F11.3
21ur-2879,C08F11.48 is nested in C08F11.1
21ur-2411,C08F11.27 is nested in C08F11.1
21ur-8414,C08F11.104 is nested in C08F11.1
